"ledger_id","entity_type","entity_id","original_classification","canonical_disposition","source_presence","policy_or_decision","approval_status","active_in_preview","stable_identifier_preserved","provenance_preserved","recommended_action","evidence","remaining_decision"
"CDL-0166","media_asset","images/observations/2026/2026-07-16-e1d273bc-f68b-4483-a228-71d53d403b39/garden-b47ccb79-4416-46a3-8f90-b1e1e24240fd-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-16-e1d273bc-f68b-4483-a228-71d53d403b39","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-16-e1d273bc-f68b-4483-a228-71d53d403b39; DUP-016 (5 byte-identical files; sha256 e3a760675312)",""
"CDL-0167","media_asset","images/observations/2026/2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3/garden-04808692-dd23-41c6-a0fe-be18481cb52f-5.jpg","KEEP","KEEP","repository media library; candidates=2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3; unique-by-sha256",""
"CDL-0168","media_asset","images/observations/2026/2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3/garden-50ae518d-1531-4198-a6bb-9381458407af-3.jpg","KEEP","KEEP","repository media library; candidates=2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3; unique-by-sha256",""
"CDL-0169","media_asset","images/observations/2026/2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3/garden-8295225a-f86a-44ba-8995-8e964797e0cb-9.jpg","KEEP","KEEP","repository media library; candidates=2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3; unique-by-sha256",""
"CDL-0170","media_asset","images/observations/2026/2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3/garden-ab16acb1-0bad-4b48-bdfd-fea7c99eee64-2.jpg","KEEP","KEEP","repository media library; candidates=2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3; unique-by-sha256",""
"CDL-0171","media_asset","images/observations/2026/2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3/garden-ae8988a6-96de-47ff-891d-7a00f121b4c8-6.jpg","KEEP","KEEP","repository media library; candidates=2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3; unique-by-sha256",""
"CDL-0172","media_asset","images/observations/2026/2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3/garden-c4b0783e-1334-4f8e-97e5-e123218b4427-7.jpg","KEEP","KEEP","repository media library; candidates=2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3; unique-by-sha256",""
"CDL-0173","media_asset","images/observations/2026/2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3/garden-ce1694d3-6f63-4f83-a948-d710833e5f75-1.jpg","KEEP","KEEP","repository media library; candidates=2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3; unique-by-sha256",""
"CDL-0174","media_asset","images/observations/2026/2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3/garden-dda43377-3db8-47b6-8f5f-27b3f5489cfc-4.jpg","KEEP","KEEP","repository media library; candidates=2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3; unique-by-sha256",""
"CDL-0175","media_asset","images/observations/2026/2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3/garden-f6327e40-4b67-454b-9386-9a6e0d98f13b-8.jpg","KEEP","KEEP","repository media library; candidates=2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-16-e62c25eb-fc10-4c9a-9bf6-3e4f0aec01d3; unique-by-sha256",""
"CDL-0176","media_asset","images/observations/2026/2026-07-16-mrmulvpf/photo-1-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-16-mrmulvpf","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-16-mrmulvpf; DUP-017 (2 byte-identical files; sha256 6d5d971f4c8c)",""
"CDL-0177","media_asset","images/observations/2026/2026-07-16-mrmunxz8/photo-1-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-16-mrmunxz8","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-16-mrmunxz8; DUP-016 (5 byte-identical files; sha256 e3a760675312)",""
"CDL-0178","media_asset","images/observations/2026/2026-07-16-mrmuq2xt/photo-1-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-16-mrmuq2xt","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-16-mrmuq2xt; DUP-018 (2 byte-identical files; sha256 530fe43994e7)",""
"CDL-0179","media_asset","images/observations/2026/2026-07-16-mrmvm6ld/photo-1-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-16-mrmvm6ld","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-16-mrmvm6ld; DUP-019 (2 byte-identical files; sha256 6e7b223c0388)",""
"CDL-0180","media_asset","images/observations/2026/2026-07-16-mro0d6ue/photo-1-jpg.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-16-mro0d6ue","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-16-mro0d6ue; DUP-002 (3 byte-identical files; sha256 df185f747067)",""
"CDL-0181","media_asset","images/observations/2026/2026-07-17-3d3491fb-20a7-41fb-95cf-4883d3231e1b/garden-6f5dd0c8-a906-4267-85b5-9064bc4a6c21-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-3d3491fb-20a7-41fb-95cf-4883d3231e1b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-3d3491fb-20a7-41fb-95cf-4883d3231e1b; unique-by-sha256",""
"CDL-0182","media_asset","images/observations/2026/2026-07-17-3d3491fb-20a7-41fb-95cf-4883d3231e1b/garden-8f0ece5d-a844-4287-a66f-8bfe93e907da-2.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-3d3491fb-20a7-41fb-95cf-4883d3231e1b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-3d3491fb-20a7-41fb-95cf-4883d3231e1b; DUP-020 (2 byte-identical files; sha256 b0715fa4ff03)",""
"CDL-0183","media_asset","images/observations/2026/2026-07-17-3fc7c311-0fba-4462-8928-64e84faf746a/garden-9684e9f9-cdef-41e8-ad08-e450f7e51eaf-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-3fc7c311-0fba-4462-8928-64e84faf746a","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-3fc7c311-0fba-4462-8928-64e84faf746a; unique-by-sha256",""
"CDL-0184","media_asset","images/observations/2026/2026-07-17-3fc7c311-0fba-4462-8928-64e84faf746a/garden-fcab657d-7ad8-4819-943d-527c04bb77dc-2.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-3fc7c311-0fba-4462-8928-64e84faf746a","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-3fc7c311-0fba-4462-8928-64e84faf746a; unique-by-sha256",""
"CDL-0185","media_asset","images/observations/2026/2026-07-17-564174fb-6e42-43be-8343-de4d2839bace/garden-038a3279-dd56-48ed-bc9d-f1b466e0c3d3-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-564174fb-6e42-43be-8343-de4d2839bace","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-564174fb-6e42-43be-8343-de4d2839bace; unique-by-sha256",""
"CDL-0186","media_asset","images/observations/2026/2026-07-17-564174fb-6e42-43be-8343-de4d2839bace/garden-5ddfa679-a214-406b-bd3a-03dae0570082-2.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-564174fb-6e42-43be-8343-de4d2839bace","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-564174fb-6e42-43be-8343-de4d2839bace; unique-by-sha256",""
"CDL-0187","media_asset","images/observations/2026/2026-07-17-99c2adc9-ad48-41aa-8fd3-a1b818ab802e/garden-2959f0d8-d8c9-498c-aff4-908fd7563f25-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-99c2adc9-ad48-41aa-8fd3-a1b818ab802e","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-99c2adc9-ad48-41aa-8fd3-a1b818ab802e; DUP-015 (4 byte-identical files; sha256 e026346464c6)",""
"CDL-0188","media_asset","images/observations/2026/2026-07-17-99c2adc9-ad48-41aa-8fd3-a1b818ab802e/garden-8be19f53-88ab-49ae-a658-a3addb4497d9-2.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-99c2adc9-ad48-41aa-8fd3-a1b818ab802e","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-99c2adc9-ad48-41aa-8fd3-a1b818ab802e; DUP-021 (2 byte-identical files; sha256 588f92744619)",""
"CDL-0189","media_asset","images/observations/2026/2026-07-17-99c2adc9-ad48-41aa-8fd3-a1b818ab802e/garden-fb371776-c143-44b8-be07-7781fcbfba0b-3.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-99c2adc9-ad48-41aa-8fd3-a1b818ab802e","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-99c2adc9-ad48-41aa-8fd3-a1b818ab802e; DUP-022 (2 byte-identical files; sha256 09c825f7df35)",""
"CDL-0190","media_asset","images/observations/2026/2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4/garden-04ea9d81-e6e1-4906-ad15-268a567775c5-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4; unique-by-sha256",""
"CDL-0191","media_asset","images/observations/2026/2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4/garden-3e9d3aef-a147-4168-8731-a041bddcd3d5-7.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4; unique-by-sha256",""
"CDL-0192","media_asset","images/observations/2026/2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4/garden-9084875b-af6b-4abf-bc20-ee6fe2aaf316-5.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4; unique-by-sha256",""
"CDL-0193","media_asset","images/observations/2026/2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4/garden-91b8320e-7f2e-4893-9ad9-0c5a8676e5b5-9.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4; unique-by-sha256",""
"CDL-0194","media_asset","images/observations/2026/2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4/garden-d94579d0-d1f6-4b64-8354-a5c888b5e10c-3.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4; unique-by-sha256",""
"CDL-0195","media_asset","images/observations/2026/2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4/garden-de6f89b3-32bb-4b63-8db2-25f651ecc8d1-6.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4; unique-by-sha256",""
"CDL-0196","media_asset","images/observations/2026/2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4/garden-e2c6591e-8b03-42b9-8339-8003ae6c0563-4.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4; unique-by-sha256",""
"CDL-0197","media_asset","images/observations/2026/2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4/garden-f3d0b842-ee57-459c-b996-6718f0ebaae9-8.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4; unique-by-sha256",""
"CDL-0198","media_asset","images/observations/2026/2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4/garden-f4d71ba7-249b-480a-9d82-bed956263e95-2.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-de9ff3f1-0e55-40f7-9065-80d18e8eeec4; unique-by-sha256",""
"CDL-0199","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-09a42d69-1e2d-4c6b-9aab-3dc1eb356c1d-12.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; unique-by-sha256",""
"CDL-0200","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-124e347d-7899-4571-8f09-80438e6fd592-10.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; DUP-016 (5 byte-identical files; sha256 e3a760675312)",""
"CDL-0201","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-12f525a3-5337-452b-a8be-c5c54cb4f315-5.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; unique-by-sha256",""
"CDL-0202","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-31910686-fbf2-432a-b964-85248a47c7dc-8.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; DUP-021 (2 byte-identical files; sha256 588f92744619)",""
"CDL-0203","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-429f6d35-f875-4d45-9506-ac56147f8f40-13.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; unique-by-sha256",""
"CDL-0204","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-69634f06-5835-4303-9788-ccd71dc20596-16.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; unique-by-sha256",""
"CDL-0205","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-6a10bd08-17a9-4a8b-ae6f-ffdcada50490-2.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; unique-by-sha256",""
"CDL-0206","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-7fb5fed9-60eb-4041-9e3d-b4afb427c21e-11.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; unique-by-sha256",""
"CDL-0207","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-805be965-35f9-4fba-a4d9-719160ff0a3d-14.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; unique-by-sha256",""
"CDL-0208","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-8a67c085-e317-4677-acfe-8185b7043453-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; unique-by-sha256",""
"CDL-0209","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-92b08f10-5f3a-4b5f-ae24-047037e6a3bb-4.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; unique-by-sha256",""
"CDL-0210","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-96ea7d27-3f99-4160-b673-119cb86eedcd-6.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; DUP-022 (2 byte-identical files; sha256 09c825f7df35)",""
"CDL-0211","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-adeec0ab-3690-4a04-873d-9750a6aad2a8-15.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; unique-by-sha256",""
"CDL-0212","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-b1e151d6-2e02-4dbb-9591-69940f0de1c7-20.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; unique-by-sha256",""
"CDL-0213","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-b4aeb8ca-10bf-4258-bcd7-8c19f4c713ae-3.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; DUP-020 (2 byte-identical files; sha256 b0715fa4ff03)",""
"CDL-0214","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-bdda0a11-02c1-4d78-9f68-d26bbe85ca99-17.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; unique-by-sha256",""
"CDL-0215","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-be3c4a87-ad69-4c36-9845-7c938aa16e16-7.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; unique-by-sha256",""
"CDL-0216","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-c8f0de78-1266-42c5-8371-ab6847b5a23a-9.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; DUP-015 (4 byte-identical files; sha256 e026346464c6)",""
"CDL-0217","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-cc72ae55-e524-4528-847d-598fa67f3335-18.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; unique-by-sha256",""
"CDL-0218","media_asset","images/observations/2026/2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b/garden-f963d5b9-48e5-4bdb-8e32-c669f6eb7993-19.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-17-f16abe2b-32bc-48a9-ac8f-b3937a29062b; unique-by-sha256",""
"CDL-0219","media_asset","images/observations/2026/2026-07-18-46f64ffe-5f34-40b9-9168-e15c81afcaf0/garden-cb2e736d-ac04-4a50-b5ae-6f048d1c4fdc-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-46f64ffe-5f34-40b9-9168-e15c81afcaf0","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-46f64ffe-5f34-40b9-9168-e15c81afcaf0; unique-by-sha256",""
